#	Indicator Name	Description	Objective / Goal	Underlying Metrics	Parent Metrics	Potential Reference Values	Unit	Formula	Reference	Level	Data?	Data Source	Product Life Cycle Stages	Calculation Strategy	Example Value	Weight	Comment
R1-3	Repurposed byproduct derived from outflow	The total amount of mass of material and waste reused outside of the product's process cycle.	None	None	=HYPERLINK("#'Resource Efficiency'!A6:Q6","R112")	None	kg	None	GRI 306-4\nESRS E5-5	5	x		M	RAW_VALUE_STRATEGY
R1-4	Mass of Product Unit	Total weight of a single product unit.	None	None	=HYPERLINK("#'Resource Efficiency'!A8:Q8","R121")	None	kg	None		5	x		P,M,D	RAW_VALUE_STRATEGY
R1-5	Reference Product Waste	A benchmark waste amount for similar products, used as reference value.	None	None	=HYPERLINK("#'Resource Efficiency'!A8:Q8","R121\nR12")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY		0.5	ARCHIVED 2026-06-25 (T3.6): the reference-product-waste comparison was dropped from R12 (the NORMALIZED Target Min/Max band already encodes the reference level). No longer scored; kept as a recordable figure. Reversible.
R1-6	Product Cyclable Potential	Total potential of reusable, recyclable, repurposable materials from a disposed product unit.	None	None	=HYPERLINK("#'Resource Efficiency'!A8:Q8","R121")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY
R2-1	Total potential energy of outflow	The total amount of energy that can be derived from the resource outflow throughout the product's lifecycle. It includes potentials from all forms of resource outflow e.g. heat, waste, etc.	None	None	=HYPERLINK("#'Resource Efficiency'!A18:Q18","R212")	None	kWh	None		5	x		M	RAW_VALUE_STRATEGY
R2-2	Generated energy derived from outflow	The amount of energy actually generated from the resource outflow.	None	None	=HYPERLINK("#'Resource Efficiency'!A17:Q17","R211\nR212")	None	kWh	None	Module D - EN15804+A2	5	x		M	RAW_VALUE_STRATEGY
R2-3	Recirculated energy derived from outflow	The amount of energy recirculated back to the product's lifecycle.	None	None	=HYPERLINK("#'Resource Efficiency'!A18:Q18","R212")	None	kWh	None		5	x		M	RAW_VALUE_STRATEGY
R2-4	Stored energy derived from outflow	The amount of energy stored from the generated energy.		None	=HYPERLINK("#'Resource Efficiency'!A19:Q19","R213")		kWh			5	x			RAW_VALUE_STRATEGY
R2-5	Operational Output Energy	The amount of energy effectively used for the desired output of the product.	None	None	=HYPERLINK("#'Resource Efficiency'!A22:Q22","R222")		kWh	None		5	x	Customer / Product Data		RAW_VALUE_STRATEGY
R2-6	Operational Input Energy	The amount of energy supplied to the product.	None	None	=HYPERLINK("#'Resource Efficiency'!A22:Q22","R222")		kWh	None		5	x	Customer / Product Data		RAW_VALUE_STRATEGY
R2-7	Total produced units	The total number of units produced during the referenced time period.	None	None	=HYPERLINK("#'Resource Efficiency'!A22:Q22","R222\nEC5")	None	Units	None		5	x		M	RAW_VALUE_STRATEGY			Shared denominator: also feeds EC5 (CO2 cost) and EN41 (water intensity). Intentional cross-domain reuse — keep a single canonical produced-units figure.
R2-8	Logistics Energy Consumption	The total energy consumption for transportation and distribution of products. Includes reverse logistics.	None	None	=HYPERLINK("#'Resource Efficiency'!A22:Q22","R222")	None	kWh	None		5	x		M	RAW_VALUE_STRATEGY
R2-9	Total energy inflow (Current)	The total amount of energy coming into the system's boundary to be used throughout the product's lifecycle.	None	None	=HYPERLINK("#'Resource Efficiency'!A23:Q23","R223")	None	kWh	None	SASB RT-EE-130a.1	5	x		S	RAW_VALUE_STRATEGY
R2-10	Total energy inflow (Previous)	The total amount of energy coming into the system's boundary throughout the product's lifecycle, measured in the previous (baseline) timeframe — used as the comparison baseline for the energy-inflow reduction in R224.	None	None	=HYPERLINK("#'Resource Efficiency'!A22:Q22","R222\nR223")	None	kWh	None	SASB RT-EE-130a.1	5	x		S	RAW_VALUE_STRATEGY
R2-11	Total manufacturing energy	The amount of energy spent during the manufacturing or production phase.	None	None	=HYPERLINK("#'Resource Efficiency'!A22:Q22","R222")	None	kWh	None		5	x		M	RAW_VALUE_STRATEGY
R3-1	Treated water from outflow	The total amount of water outflow that is undergoing treatment to recover its quality up to a certain standard.	None	None	=HYPERLINK("#'Resource Efficiency'!A37:Q37","R311")	None	m3	None	GRI 303-2	5	x		M	RAW_VALUE_STRATEGY
R3-2	Total water outflow	The total volume of water output throughout the product's lifecycle still within the system's boundaries e.g. resulting water waste from manufacturing.	None	None	=HYPERLINK("#'Resource Efficiency'!A37:Q37","R311\nR312")	None	m3	None		5	x		M	RAW_VALUE_STRATEGY
R3-3	Recirculated water derived from outflow	The total amount of water outflow that is reused or reutilized back as inflow in the product's lifecycle processes.	None	None	=HYPERLINK("#'Resource Efficiency'!A38:Q38","R312")	None	m3	None	ESRS E3-4	5	x		M	RAW_VALUE_STRATEGY
R3-4	Total process water consumption	The total volume of water intake needed throughout the product's process cycle.	None	None	=HYPERLINK("#'Resource Efficiency'!A39:Q39","R32")	None	m3	None	ESRS E3-4\nGRI 303-5\nSASB RT-CP-130a.1	5	x		M	RAW_VALUE_STRATEGY			Quantitative water-consumed datapoint is SASB RT-CP-130a.1 (not 140a.1, which is the qualitative water-risk discussion); grounded by ESRS E3-4 + GRI 303-5. AM+22 source not in corpus.
R3-5	Total water discharge	The total volume of water discharged out of the process' system boundary e.g. waste water discharged into an external water waste management system or lake.	None	None	=HYPERLINK("#'Resource Efficiency'!A40:Q40","R33")	None	m3	None	GRI 303-4	5	x		M	RAW_VALUE_STRATEGY			Product-level water-discharge adaptation (product boundary vs. org facility); grounded by GRI 303-4. AM+22 source not in corpus.
S1-1	Number of Total Suppliers	Number of suppliers for sourcing and procurement involved throughout the whole product's lifecycle.	None	None	=HYPERLINK("#'Social Impact'!A4:Q4","S11\nS12")	None	#	None		5	x		S	RAW_VALUE_STRATEGY
S1-2	Number of Certified Ethical Suppliers	Number of suppliers certified from ethical standard bodies such as the Global Organic Textile Standard (GOTS), Fairmined, Fair Trade USA, the Rainforest Alliance, etc.	None	None	=HYPERLINK("#'Social Impact'!A4:Q4","S11")	None	#	None		5	x		S	RAW_VALUE_STRATEGY
S1-3	Number of Local Suppliers	Number of suppliers located in the community. If not possible, extends to the same country.	None	None	=HYPERLINK("#'Social Impact'!A5:Q5","S12")	None	#	None		5	x		S	RAW_VALUE_STRATEGY
S2-1	Customer Feedback Results	Customer feedback results.	None	None	=HYPERLINK("#'Social Impact'!A10:Q10","S21")	None	-	None	ISO 10004	5	x		U	RAW_VALUE_STRATEGY
S2-2	Number of Surveyee	The total number of survey respondents in a given timeframe.	None	None	=HYPERLINK("#'Social Impact'!A10:Q10","S21")	None	#	None		5	x		U	RAW_VALUE_STRATEGY
S2-3	Number of Customers	The total number of customers in a given timeframe.	None	None	=HYPERLINK("#'Social Impact'!A11:Q11","S22")	None	#	None		5	x		U	RAW_VALUE_STRATEGY
S2-4	Reported Customer Incidents	Total customer safety incidents related to the use of the product.	None	None	=HYPERLINK("#'Social Impact'!A11:Q11","S22")	None	#	None	GRI 416-2	5	x		U	RAW_VALUE_STRATEGY
S2-5	Response Times	The time taken to respond to customer inquiries and complaints.	None	None	=HYPERLINK("#'Social Impact'!A16:Q16","S23")	None	time	None		5	x		U	RAW_VALUE_STRATEGY
S2-6	Number of Inquiries	The total number of customer-service inquiries and complaints received in a given timeframe; denominator of S23 (response-time average) and S24 (service-satisfaction average).	None	None	=HYPERLINK("#'Social Impact'!A16:Q16","S23\nS24")	None	#	None		5	x		U	RAW_VALUE_STRATEGY
S2-7	Service Feedback Results	The feedback score or ratings for the response given to customers.	None	None	=HYPERLINK("#'Social Impact'!A17:Q17","S24")	None	-	None		5	x		U	RAW_VALUE_STRATEGY
S3-1	Employee Feedback Results	Aggregate result of employee satisfaction/engagement surveys (e.g. CSAT/eNPS), used as the numerator of S31.	None	None	=HYPERLINK("#'Social Impact'!A22:Q22","S31")	None	-	None	ESRS S1	5	x		M	RAW_VALUE_STRATEGY
S3-2	Total Employee	The total amount of employee directly involved in the product.	None	None	=HYPERLINK("#'Social Impact'!A23:Q23","S31\nS32\nS33")	None	#	None	GRI 2-7\nESRS S1-6	5	x		P,M	RAW_VALUE_STRATEGY
S3-3	Number of Local Employee	The total local residents employed involved in the product.	None	None	=HYPERLINK("#'Social Impact'!A23:Q23","S32")	None	#	None	GRI 2-7	5	x		P,M	RAW_VALUE_STRATEGY
S3-4	Reported Workplace Incident	Number of workplace safety incidents per employee, aimed at minimizing risks.	None	None	=HYPERLINK("#'Social Impact'!A24:Q24","S33")	None	#	None	GRI 403-9\nGRI 403-10\nESRS S1-1\nESRS S1-14	5	x		M	RAW_VALUE_STRATEGY
S3-5	Average Cost of Living	Wage-adequacy against local cost of living, scored 0–1 by comparing average employee salary (S3-6) to the local cost of living and benchmarking against a company target (per PSILCA's salary/living-wage ratio).		None	=HYPERLINK("#'Social Impact'!A29:Q29","S34")	None	€	None		5	x		P	NORMALIZED_RATIO_STRATEGY		0.3333	Self-normalized 0–1 wage-adequacy component of S34 (input unit € is the raw input unit); scored against a company target, not a living-wage denominator (open re-model question, out of scope this pass).
S3-6	Average Employee Salary	Average employee salary scored 0–1 by comparison to a company wage-adequacy target (e.g. salary vs local cost of living / living wage, per PSILCA p.38). Higher means pay is more adequate relative to the local standard of living.		None	=HYPERLINK("#'Social Impact'!A29:Q29","S34")	None	€	None	GRI 201-1	5	x		P	NORMALIZED_RATIO_STRATEGY		0.3333	Self-normalized 0–1 salary-adequacy component of S34 (input unit € is the raw input unit); GRI 201-1 grounds the absolute-salary figure, PSILCA the salary/living-wage normalization.
S3-7	Job Creation	Jobs created for the product, scored 0–1 against a company job-creation target. Based on GRI 401-1 new-hire count, normalized so a higher score means more jobs created relative to target.		None	=HYPERLINK("#'Social Impact'!A29:Q29","S34")	None	#	None	GRI 401-1	5	x		P	NORMALIZED_RATIO_STRATEGY		0.3334	Self-normalized 0–1 job-creation component of S34 (input unit # is the raw input unit); GRI 401-1 grounds the new-hire count, normalized against a company target.
C2-14	Total remanufactured products	The total product / unit remanufactured.	None	None	C233	None	#	None		5	x		E	RAW_VALUE_STRATEGY	500
C5-5	Discarded component weight	The total component weight scrapped, discarded, or marked as waste.	None	None	C5	None	kg	None		5	x		E	RAW_VALUE_STRATEGY
